id,season,yr,mnth,hr,holiday,workingday,weathersit,temp,hum,windspeed,dayOfWeek,days,demand
10136,4,1,12,22,0,1,1,0.3,0.56,0.2239,Tue,704,106
10137,4,0,10,9,0,1,3,0.56,1,0.1045,Thr,280,109
10138,3,1,8,7,0,0,1,0.72,0.77,0.1642,Sat,576,67
10139,1,0,1,10,1,0,2,0.16,0.5,0.2537,Mon,15,57
10140,1,1,3,1,0,1,1,0.46,0.63,0.3284,Thr,426,21
10141,4,0,10,5,0,1,1,0.42,0.71,0.2239,Wed,293,21
10142,2,1,4,9,0,1,3,0.48,0.44,0.2985,Wed,468,265
10143,1,1,1,21,1,0,2,0.24,0.41,0.3284,Mon,362,66
10144,2,1,5,5,0,1,1,0.46,0.72,0.2985,Thr,490,24
10145,4,1,12,3,0,1,2,0.38,0.94,0.1045,Mon,702,4
10146,1,1,1,17,0,0,2,0.16,0.8,0.1045,Sun,381,108
10147,2,0,6,23,0,1,1,0.76,0.75,0.194,Wed,155,116
10148,2,0,5,20,0,1,1,0.54,0.49,0.194,Mon,124,239
10149,4,1,11,23,0,1,2,0.3,0.75,0.0896,Fri,693,110
10150,1,1,2,15,0,0,1,0.42,0.41,0.2537,Sat,408,499
10151,4,1,12,2,0,1,2,0.38,0.94,0,Mon,709,5
10152,1,1,1,7,0,0,1,0.12,0.54,0.2836,Sun,374,17
10153,3,1,8,11,0,0,1,0.82,0.56,0.4179,Sun,577,437
10154,1,0,2,23,0,1,1,0.12,0.42,0.1045,Thr,38,34
10155,2,1,4,3,0,0,1,0.34,0.49,0.2239,Sat,477,26
10156,1,0,1,15,0,0,1,0.22,0.69,0.2537,Sat,26,120
10157,3,0,9,15,0,1,1,0.78,0.49,0.2537,Wed,252,176
10158,3,1,8,7,0,1,2,0.7,0.84,0.1642,Thr,581,475
10159,3,0,8,14,0,0,1,0.82,0.52,0.2537,Sat,213,380
10160,4,0,11,19,0,0,2,0.4,0.71,0.0896,Sat,325,146
10161,2,0,5,21,0,1,1,0.52,0.59,0.1343,Mon,124,156
10162,3,1,9,0,0,1,1,0.64,0.89,0.1343,Fri,609,96
10163,1,0,2,12,0,0,2,0.32,0.45,0.1642,Sat,53,160
10164,2,1,5,10,0,0,1,0.6,0.6,0.2537,Sun,493,350
10165,3,1,9,8,1,0,2,0.7,0.84,0.1045,Mon,606,127
10166,3,0,7,21,1,0,2,0.74,0.62,0.1045,Mon,180,457
10167,3,0,9,22,0,1,3,0.62,1,0.0896,Thr,246,70
10168,4,1,10,12,0,1,1,0.46,0.36,0,Thr,644,326
10169,3,0,6,16,0,1,1,0.8,0.26,0.1343,Thr,176,323
10170,1,1,1,19,1,0,1,0.26,0.56,0.2836,Mon,375,144
10171,4,0,10,8,1,0,1,0.52,0.83,0,Mon,277,254
10172,3,0,8,10,0,0,1,0.74,0.74,0.2537,Sun,228,274
10173,2,0,5,2,0,1,3,0.52,0.94,0.2239,Wed,133,6
10174,2,1,4,2,0,1,1,0.46,0.33,0.4478,Thr,454,18
10175,2,1,4,8,0,1,1,0.34,0.57,0,Tue,453,604
10176,3,0,9,14,1,0,1,0.74,0.7,0.1642,Mon,243,357
10177,2,1,6,20,0,0,1,0.62,0.57,0.194,Sun,528,302
10178,3,0,8,18,0,0,1,0.74,0.42,0.2239,Sun,235,402
10179,2,0,5,15,0,1,1,0.48,0.51,0.4179,Wed,119,129
10180,4,0,11,14,1,0,1,0.5,0.31,0.2985,Thr,322,168
10181,4,0,12,0,0,1,2,0.26,0.87,0.2985,Thr,336,21
10182,3,0,6,13,0,1,1,0.8,0.31,0.3284,Wed,175,231
10183,3,1,8,5,0,1,1,0.66,0.83,0.1642,Fri,575,37
10184,4,1,10,2,0,1,1,0.54,0.73,0.0896,Fri,637,11
10185,1,1,2,0,0,1,1,0.32,0.66,0.2239,Wed,411,24
10186,1,0,1,15,0,1,1,0.4,0.54,0.2836,Wed,17,82
10187,3,0,8,1,0,1,1,0.6,0.69,0.1045,Mon,235,20
10188,4,1,10,13,0,1,1,0.62,0.29,0.1642,Mon,655,315
10189,4,1,10,17,0,1,1,0.68,0.41,0,Tue,656,938
10190,2,1,6,8,0,1,1,0.54,0.68,0,Wed,517,668
10191,3,1,8,10,0,1,1,0.72,0.54,0,Thr,602,234
10192,2,1,6,19,0,0,2,0.7,0.42,0.194,Sat,527,461
10193,2,0,6,23,0,0,2,0.72,0.62,0,Sat,165,150
10194,3,1,7,0,0,1,3,0.72,0.79,0.1045,Mon,556,43
10195,1,0,2,12,0,1,2,0.56,0.64,0.2985,Mon,55,36
10196,3,0,9,15,0,1,1,0.72,0.51,0.1343,Thr,239,174
10197,4,1,10,3,0,1,2,0.56,0.83,0,Fri,651,5
10198,3,0,7,5,0,1,1,0.6,0.64,0.1343,Fri,177,30
10199,3,0,9,0,0,0,2,0.64,0.73,0.1045,Sat,240,87
10200,4,0,12,4,0,0,2,0.26,0.65,0.1045,Sat,338,3
10201,1,1,1,1,1,0,1,0.14,0.43,0.1045,Mon,375,20
10202,2,0,4,17,0,0,2,0.46,0.28,0.1343,Sun,88,274
10203,2,0,6,16,0,1,1,0.92,0.33,0.1343,Thr,155,200
10204,2,1,6,22,0,1,1,0.62,0.5,0.2985,Wed,524,238
10205,2,0,4,1,0,1,2,0.62,0.5,0.0896,Tue,97,13
10206,1,0,3,17,0,1,1,0.26,0.22,0,Thr,58,202
10207,3,1,9,23,1,0,2,0.7,0.84,0.2537,Mon,606,70
10208,1,0,12,18,0,1,2,0.44,1,0.2985,Wed,350,280
10209,4,0,12,0,0,1,1,0.44,1,0.194,Wed,335,33
10210,2,0,4,15,0,1,2,0.6,0.43,0.194,Mon,103,176
10211,3,0,7,21,0,1,1,0.7,0.79,0.4179,Mon,187,130
10212,1,0,3,5,0,1,1,0.14,0.33,0.2985,Thr,57,8
10213,1,1,3,16,0,1,1,0.72,0.34,0.3881,Tue,432,365
10214,2,0,6,15,0,1,2,0.7,0.61,0.2985,Thr,162,159
10215,3,1,7,9,0,0,1,0.84,0.59,0.1642,Sat,548,256
10216,4,0,10,13,0,1,2,0.38,0.42,0.2239,Fri,295,228
10217,1,0,3,1,0,1,3,0.2,1,0.3284,Mon,61,2
10218,1,0,2,16,0,1,3,0.42,1,0.1343,Mon,55,42
10219,1,1,2,20,0,0,1,0.28,0.56,0.194,Sun,395,50
10220,1,0,3,7,0,1,1,0.12,0.42,0.4179,Thr,58,111
10221,4,1,12,21,0,1,3,0.34,0.76,0.1642,Thr,713,26
10222,2,0,5,7,0,1,1,0.64,0.73,0.1642,Fri,142,249
10223,3,0,6,21,0,1,1,0.7,0.74,0.194,Thr,169,234
10224,3,0,7,8,0,0,1,0.7,0.7,0.2537,Sat,185,182
10225,1,1,3,10,0,1,2,0.24,0.6,0,Mon,424,86
10226,3,0,8,13,0,1,1,0.86,0.3,0.2239,Tue,209,203
10227,2,0,3,7,0,1,1,0.22,0.41,0.3582,Tue,83,133
10228,2,1,5,5,0,1,1,0.54,0.94,0.1045,Wed,496,38
10229,2,0,5,10,0,0,1,0.58,0.49,0.1343,Sun,123,244
10230,4,0,11,6,0,0,2,0.42,0.67,0.2537,Sun,318,9
10231,2,0,3,0,0,0,2,0.26,0.41,0.1642,Sun,81,31
10232,4,1,11,8,0,1,2,0.3,0.61,0.2239,Thr,677,646
10233,1,0,1,11,0,1,1,0.22,0.51,0.2985,Tue,3,57
10234,2,0,3,10,0,1,2,0.38,0.76,0.3881,Mon,75,62
10235,4,1,12,8,0,1,2,0.44,0.88,0.1642,Tue,696,721
10236,2,1,6,11,0,1,1,0.66,0.69,0.1343,Tue,530,230
10237,2,1,6,4,0,1,1,0.46,0.88,0.1045,Thr,517,6
10238,4,1,12,23,0,0,3,0.36,1,0.0896,Sun,702,51
10239,2,1,5,14,0,1,2,0.74,0.48,0.2537,Tue,481,204
10240,1,0,1,23,0,1,1,0.18,0.55,0.1045,Mon,2,12
10241,4,1,9,2,0,1,3,0.6,0.88,0.2985,Fri,630,10
10242,2,0,3,21,0,1,2,0.42,0.54,0.2836,Tue,77,87
10243,1,0,12,7,0,1,1,0.32,0.57,0.2537,Wed,356,110
10244,3,0,7,0,0,0,1,0.76,0.55,0.194,Sat,206,133
10245,2,1,5,14,0,1,3,0.62,0.69,0.3284,Tue,488,71
10246,3,0,7,1,0,1,1,0.72,0.79,0,Fri,184,34
10247,4,0,10,2,0,0,1,0.42,0.54,0.1343,Sun,283,65
10248,1,0,12,5,1,0,1,0.34,0.42,0.3881,Mon,354,4
10249,4,1,11,18,0,1,2,0.36,0.57,0.194,Thr,678,573
10250,4,0,11,8,0,1,2,0.46,0.94,0,Mon,319,391
10251,4,1,11,4,0,1,3,0.3,0.81,0.194,Tue,689,5
10252,1,1,2,17,0,0,1,0.32,0.53,0.1642,Sun,395,306
10253,2,0,6,2,0,1,1,0.62,0.73,0.2836,Mon,159,10
10254,1,0,2,15,0,0,1,0.36,0.27,0.0896,Sun,47,168
10255,1,1,12,6,0,1,2,0.34,0.57,0.5821,Fri,713,80
10256,1,0,2,10,0,1,1,0.26,0.41,0.3881,Wed,43,69
10257,2,1,5,10,0,0,1,0.68,0.74,0.2537,Sun,507,424
10258,4,1,11,0,0,1,2,0.26,0.65,0,Thr,677,34
10259,4,1,9,20,0,1,1,0.6,0.56,0.2985,Tue,628,425
10260,3,0,6,0,0,0,1,0.64,0.53,0,Sun,172,115
10261,4,1,11,9,0,1,1,0.26,0.6,0.1642,Tue,668,363
10262,2,0,6,7,0,0,2,0.6,0.73,0.2537,Sun,151,27
10263,1,1,1,3,0,0,1,0.26,0.28,0.194,Sun,388,21
10264,4,1,10,0,0,0,1,0.46,0.82,0.1343,Sat,652,123
10265,3,0,7,0,0,0,1,0.8,0.59,0.1045,Sun,200,119
10266,4,0,10,14,0,0,1,0.62,0.5,0.0896,Sat,276,465
10267,4,1,10,14,0,0,1,0.66,0.39,0.4179,Sun,647,617
10268,4,0,11,8,0,0,1,0.4,0.82,0.2985,Sun,325,42
10269,3,1,9,9,0,1,2,0.66,0.83,0.5821,Tue,621,293
10270,1,1,2,18,0,1,1,0.56,0.46,0.1642,Wed,391,526
10271,4,0,12,9,0,1,1,0.24,0.52,0.3881,Thr,336,225
10272,2,0,6,20,0,1,1,0.62,0.83,0.3284,Thr,162,201
10273,4,0,9,3,0,1,2,0.62,0.94,0,Tue,264,10
10274,3,0,8,15,0,0,3,0.64,0.89,0.5522,Sat,234,30
10275,4,1,9,19,0,1,1,0.62,0.5,0.2537,Tue,628,539
10276,4,0,12,16,0,0,1,0.3,0.26,0,Sun,340,206
10277,2,1,4,3,0,1,1,0.34,0.53,0.3284,Fri,455,8
10278,1,1,12,20,0,1,2,0.26,0.6,0.1642,Mon,723,89
10279,4,0,10,7,0,1,2,0.54,0.88,0.3881,Wed,279,259
10280,4,0,11,21,0,1,1,0.3,0.42,0.2537,Thr,316,116
10281,4,1,11,2,0,0,1,0.32,0.39,0.6119,Sat,686,32
10282,1,0,3,15,0,1,1,0.38,0.37,0.1642,Mon,69,101
10283,3,0,7,7,0,1,1,0.62,0.53,0.2537,Thr,190,334
10284,4,0,12,14,0,1,2,0.46,0.67,0,Mon,333,133
10285,4,1,10,14,0,1,2,0.62,0.5,0.2985,Thr,651,285
10286,3,1,7,7,0,0,1,0.72,0.7,0.1343,Sat,569,76
10287,3,0,8,17,0,1,2,0.7,0.47,0.2239,Mon,236,591
10288,3,0,7,0,0,1,1,0.7,0.74,0.1343,Mon,194,51
10289,3,1,7,0,1,0,1,0.68,0.79,0.0896,Wed,544,159
10290,2,0,4,8,0,0,3,0.4,0.87,0.3582,Sat,101,45
10291,1,0,2,6,0,1,3,0.34,0.93,0.0896,Fri,52,11
10292,4,0,10,6,0,0,1,0.36,0.71,0,Sat,289,18
10293,2,1,6,18,0,0,1,0.82,0.38,0.2239,Sun,521,490
10294,4,1,12,11,0,0,1,0.34,0.61,0.0896,Sat,707,393
10295,2,1,6,5,0,0,1,0.54,0.68,0.1343,Sun,528,17
10296,2,1,4,20,0,1,2,0.52,0.59,0.194,Mon,480,309
10297,1,0,2,2,0,0,1,0.44,0.13,0.3881,Sat,46,17
10298,3,1,6,19,0,0,1,0.8,0.27,0.194,Sat,534,425
10299,1,0,2,13,0,1,1,0.42,0.3,0.3582,Wed,43,93
10300,1,0,2,8,1,0,2,0.32,0.57,0.2985,Mon,48,63
10301,3,1,9,3,0,1,1,0.44,0.77,0,Thr,622,6
10302,4,1,11,17,0,0,1,0.54,0.45,0.1642,Sun,673,493
10303,2,1,5,1,0,1,3,0.64,0.89,0.194,Wed,509,4
10304,3,0,9,21,0,1,2,0.64,0.73,0.0896,Fri,240,149
10305,2,0,4,14,0,0,1,0.52,0.34,0.3881,Sun,102,361
10306,1,0,2,0,0,1,3,0.22,0.93,0.1045,Wed,29,2
10307,1,0,2,14,0,0,2,0.4,0.3,0.4179,Sun,40,161
10308,3,0,8,9,0,1,1,0.72,0.39,0.2239,Thr,218,197
10309,2,1,5,2,0,0,1,0.46,0.59,0.1343,Sat,491,56
10310,3,1,8,9,0,1,2,0.72,0.62,0.194,Wed,587,367
10311,4,0,11,19,0,0,1,0.34,0.53,0,Sat,304,204
10312,2,0,4,17,0,1,1,0.34,0.46,0.3284,Fri,86,281
10313,2,1,6,20,0,0,1,0.62,0.35,0.2836,Sat,513,399
10314,3,0,7,12,0,1,1,0.84,0.53,0.2836,Mon,187,148
10315,1,1,3,13,0,1,1,0.6,0.78,0.194,Tue,439,284
10316,1,1,2,14,0,0,2,0.32,0.66,0.2239,Sat,394,276
10317,2,1,4,10,0,0,2,0.4,0.71,0.1045,Sun,451,360
10318,4,0,11,8,0,0,2,0.42,0.71,0.2836,Sun,318,65
10319,2,1,5,7,0,1,3,0.56,0.88,0.2985,Mon,501,153
10320,2,1,5,7,0,1,1,0.42,0.5,0.2537,Fri,491,351
10321,2,0,4,2,0,1,1,0.58,0.88,0.2537,Wed,112,5
10322,2,1,4,2,0,1,1,0.36,0.62,0,Wed,474,7
10323,1,1,3,23,0,0,1,0.42,0.24,0,Sat,422,106
10324,4,1,11,6,0,1,1,0.26,0.65,0.1045,Fri,671,131
10325,2,0,3,18,0,1,2,0.3,0.61,0.2985,Thr,78,214
10326,2,0,6,8,0,1,1,0.76,0.58,0.1642,Wed,154,481
10327,4,1,12,1,0,1,1,0.3,0.65,0.0896,Wed,711,15
10328,1,1,2,13,0,0,1,0.3,0.49,0.1642,Sun,409,261
10329,3,0,9,11,0,1,3,0.6,0.94,0,Wed,244,10
10330,2,0,6,14,0,0,1,0.82,0.56,0.2537,Sun,158,315
10331,3,0,7,3,0,0,1,0.64,0.69,0.2239,Sun,193,47
10332,4,0,12,18,0,1,1,0.44,0.77,0,Mon,334,399
10333,2,0,5,13,0,1,1,0.9,0.39,0.1642,Tue,146,147
10334,4,1,10,9,0,1,1,0.46,0.63,0.0896,Mon,655,360
10335,4,1,10,13,0,0,1,0.46,0.36,0.194,Sat,646,670
10336,4,1,10,14,0,1,1,0.74,0.3,0.2537,Wed,657,301
10337,3,0,7,18,0,1,1,0.72,0.42,0.194,Thr,190,578
10338,1,1,3,22,0,1,1,0.52,0.55,0.1343,Wed,433,202
10339,2,0,5,6,0,0,2,0.62,0.88,0.194,Sun,144,15
10340,4,1,10,10,0,1,2,0.54,0.83,0.1343,Thr,658,225
10341,2,1,6,15,0,0,1,0.66,0.5,0.2239,Sun,528,463
10342,4,0,9,9,0,1,1,0.62,0.78,0.2537,Thr,266,225
10343,4,1,12,4,0,1,2,0.3,0.7,0.0896,Thr,712,6
10344,1,1,1,23,0,1,1,0.26,0.6,0.194,Mon,390,52
10345,1,1,3,15,0,0,1,0.48,0.29,0.2985,Sat,422,399
10346,2,0,5,2,0,0,1,0.42,0.82,0.0896,Sat,122,52
10347,1,0,3,0,0,1,2,0.2,0.55,0.194,Fri,58,12
10348,2,1,4,4,0,1,1,0.34,0.66,0.0896,Wed,474,6
10349,3,1,8,8,0,1,2,0.66,0.89,0.0896,Tue,586,618
10350,3,1,6,3,0,1,1,0.72,0.58,0.194,Fri,539,8
10351,2,1,6,15,0,1,1,0.8,0.41,0.3582,Mon,522,259
10352,4,0,11,3,0,1,1,0.3,0.75,0,Wed,300,2
10353,4,0,10,15,0,1,1,0.64,0.47,0.2836,Wed,273,182
10354,3,1,8,12,0,0,1,0.86,0.4,0.3582,Sat,576,547
10355,4,1,11,14,0,0,1,0.6,0.33,0.1642,Sun,673,654
10356,1,0,12,14,0,1,1,0.4,0.54,0.4179,Fri,351,200
10357,4,0,11,6,0,1,2,0.44,1,0,Wed,321,69
10358,4,1,12,15,0,1,2,0.36,0.71,0.1642,Fri,699,303
10359,1,0,1,22,0,1,2,0.22,0.93,0.0896,Tue,16,33
10360,3,0,7,15,0,1,1,0.94,0.51,0.2985,Fri,198,133
10361,4,0,9,2,0,1,2,0.62,0.88,0.1045,Mon,263,8
10362,3,1,9,21,0,1,1,0.56,0.49,0.1642,Mon,613,285
10363,4,0,10,0,0,1,1,0.42,0.77,0,Mon,291,32
10364,1,0,3,8,0,1,1,0.2,0.59,0.3881,Tue,56,214
10365,4,0,11,20,0,1,2,0.38,0.87,0.2537,Tue,328,184
10366,4,0,9,23,0,1,1,0.6,0.94,0.1343,Wed,266,71
10367,1,1,1,10,0,1,1,0.3,0.42,0.4627,Wed,377,93
10368,2,0,5,10,0,0,2,0.66,0.83,0.2239,Sun,144,251
10369,3,1,8,18,0,1,2,0.78,0.55,0.1642,Wed,580,862
10370,1,1,2,13,0,1,1,0.36,0.32,0.1045,Tue,418,190
10371,2,0,5,0,0,1,2,0.54,0.88,0.2239,Wed,133,23
10372,4,0,10,13,0,1,3,0.42,0.67,0.1642,Mon,270,118
10373,2,0,3,21,0,0,1,0.26,0.41,0.1642,Sun,82,36
10374,1,1,1,5,0,0,1,0.28,0.81,0.1045,Sun,360,5
10375,2,0,3,22,0,1,2,0.4,0.58,0.2537,Tue,77,70
10376,1,1,1,22,0,1,1,0.38,0.76,0.2985,Thr,372,133
10377,1,1,12,14,0,1,2,0.28,0.45,0.2239,Mon,723,247
10378,4,1,10,3,0,1,2,0.56,0.73,0.2537,Mon,647,4
10379,3,1,6,3,0,1,1,0.58,0.46,0.0896,Wed,537,8
10380,1,1,3,10,0,1,2,0.4,0.87,0.0896,Fri,435,180
10381,4,1,10,23,0,1,1,0.46,0.82,0.1045,Mon,655,163
10382,1,1,3,21,0,1,1,0.42,0.47,0.4627,Thr,420,197
10383,3,1,6,22,0,0,1,0.74,0.37,0.1045,Sat,534,279
10384,3,1,7,14,0,1,1,0.9,0.31,0.1642,Fri,547,275
10385,4,1,11,3,0,0,1,0.34,0.81,0,Sun,673,48
10386,2,1,4,16,0,1,1,0.58,0.21,0.2537,Tue,460,362
10387,2,0,4,20,0,1,1,0.66,0.61,0.2836,Mon,110,237
10388,4,1,11,16,0,0,1,0.4,0.4,0.2239,Sat,679,469
10389,2,1,6,22,0,1,1,0.6,0.46,0.1642,Thr,518,228
10390,2,1,5,7,0,1,2,0.54,0.88,0.194,Wed,482,358
10391,1,0,12,19,0,1,2,0.34,0.49,0.4179,Fri,359,112
10392,4,0,12,8,0,0,1,0.26,0.87,0,Sun,332,55
10393,2,1,5,23,0,0,3,0.6,0.78,0.3582,Sun,500,86
10394,4,1,12,21,0,1,2,0.24,0.6,0.1343,Thr,699,191
10395,1,0,2,6,0,1,1,0.26,0.7,0.3284,Tue,35,39
10396,2,1,5,8,0,1,2,0.58,0.88,0.0896,Tue,495,409
10397,4,1,10,9,0,0,1,0.36,0.5,0.0896,Sat,646,266
10398,1,1,1,0,0,0,1,0.3,0.52,0.2836,Sat,387,69
10399,1,1,2,1,0,1,2,0.3,0.93,0,Fri,407,18
10400,4,0,11,8,1,0,1,0.3,0.42,0.3582,Fri,309,258
10401,4,0,10,16,0,1,1,0.66,0.74,0.2239,Thr,281,276
10402,3,1,7,5,0,1,1,0.66,0.74,0.194,Thr,567,42
10403,2,1,5,7,0,1,3,0.52,0.94,0.194,Mon,494,75
10404,3,1,7,16,0,0,1,0.74,0.66,0.1045,Sun,563,628
10405,4,1,12,12,0,1,2,0.34,0.71,0.194,Fri,699,240
10406,4,0,11,13,0,1,2,0.52,0.48,0.2537,Thr,301,169
10407,3,0,8,9,0,1,2,0.72,0.7,0.2985,Thr,232,162
10408,4,0,10,1,0,0,1,0.48,0.67,0.3284,Sat,268,58
10409,1,1,3,1,0,0,1,0.46,0.82,0.1343,Sun,436,113
10410,1,0,1,2,0,1,2,0.2,0.69,0.2239,Fri,5,1
10411,1,0,1,17,0,1,1,0.36,0.57,0.3284,Wed,17,197
10412,4,0,12,14,0,1,1,0.36,0.46,0.2239,Mon,347,137
10413,2,1,6,1,0,1,1,0.64,0.78,0,Wed,523,28
10414,3,1,9,7,0,1,1,0.52,0.77,0,Fri,624,503
10415,2,0,3,2,0,1,2,0.34,0.71,0.3284,Mon,75,6
10416,1,0,3,17,0,1,2,0.34,0.76,0.2985,Wed,64,194
10417,1,0,2,11,0,1,1,0.18,0.43,0.4478,Thr,31,64
10418,1,0,1,20,0,1,1,0.32,0.49,0.2985,Wed,17,76
10419,2,1,4,23,0,1,1,0.5,0.88,0.1642,Thr,476,112
10420,1,0,3,5,0,1,1,0.32,0.76,0.1045,Thr,71,13
10421,1,0,1,12,0,1,2,0.2,0.4,0.2836,Mon,9,52
10422,1,1,3,16,0,0,1,0.36,0.23,0,Sat,429,390
10423,3,0,7,13,0,0,1,0.8,0.46,0.2985,Sun,186,367
10424,3,1,7,10,0,1,1,0.74,0.48,0.1642,Thr,553,214
10425,3,1,8,11,0,1,1,0.76,0.58,0.0896,Wed,573,234
10426,1,1,1,0,0,1,2,0.22,0.87,0.1045,Tue,369,14
10427,4,0,12,3,0,0,2,0.28,0.61,0.0896,Sat,338,25
10428,3,1,7,17,0,0,1,0.8,0.59,0.4925,Sun,556,436
10429,1,0,3,6,0,1,1,0.2,0.75,0.3881,Mon,61,34
10430,4,0,9,23,0,1,1,0.62,0.94,0.1343,Mon,264,75
10431,1,1,1,2,0,1,1,0.02,0.34,0.2836,Wed,363,1
10432,1,1,3,7,0,0,1,0.22,0.44,0.2537,Sat,429,40
10433,2,0,6,4,0,1,1,0.58,0.83,0.1343,Tue,153,5
10434,1,1,1,9,0,1,1,0.16,0.5,0.2836,Tue,362,153
10435,2,0,3,0,0,0,2,0.26,0.38,0.2836,Sat,80,28
10436,2,1,4,7,0,0,1,0.5,0.82,0.2836,Sat,471,76
10437,2,1,5,6,0,1,1,0.46,0.88,0.1045,Mon,487,142
10438,1,0,1,4,0,1,1,0.1,0.54,0.1343,Mon,8,3
10439,2,1,5,0,0,1,1,0.46,0.55,0.1045,Fri,490,64
10440,1,0,3,9,0,1,1,0.22,0.64,0.4627,Mon,62,134
10441,4,0,11,0,0,1,2,0.48,0.94,0.2537,Wed,321,16
10442,4,1,10,11,0,1,1,0.6,0.83,0.194,Fri,652,252
10443,4,0,10,5,0,1,2,0.56,0.94,0.1642,Fri,281,17
10444,2,1,4,2,0,1,1,0.36,0.5,0.3881,Fri,455,11
10445,1,1,1,14,0,1,2,0.4,0.71,0.1045,Thr,385,128
10446,4,0,11,16,0,1,2,0.4,0.62,0.4627,Wed,322,173
10447,3,1,6,8,0,1,1,0.74,0.7,0,Thr,532,590
10448,3,1,8,19,0,1,2,0.72,0.58,0.1642,Fri,596,536
10449,2,0,4,23,0,1,3,0.32,0.93,0.1045,Fri,108,17
10450,2,1,5,5,0,0,1,0.56,0.88,0.0896,Sat,485,22
10451,4,0,10,2,0,0,1,0.22,0.87,0.2836,Sun,297,50
10452,1,1,2,5,0,0,1,0.22,0.44,0.2239,Sun,416,5
10453,1,0,1,9,0,0,1,0.1,0.54,0.3582,Sun,21,28
10454,4,1,12,22,0,1,1,0.28,0.75,0.1045,Fri,707,138
10455,3,1,6,5,0,0,1,0.62,0.69,0.1343,Sun,535,8
10456,2,1,4,11,0,1,2,0.38,0.43,0.3284,Wed,461,180
10457,3,0,8,21,0,0,2,0.68,0.83,0.3881,Sat,220,167
10458,3,0,6,19,0,0,1,0.72,0.48,0.2836,Sat,171,375
10459,2,0,5,10,0,1,1,0.7,0.61,0.3284,Tue,139,108
10460,1,1,1,19,0,1,3,0.32,0.93,0.2239,Wed,370,93
10461,1,1,2,17,0,1,1,0.42,0.54,0.4925,Thr,392,450
10462,2,1,4,2,0,1,2,0.32,0.87,0.3284,Mon,472,4
10463,3,1,9,20,0,1,1,0.62,0.69,0.194,Fri,624,369
10464,2,0,5,0,0,1,1,0.68,0.69,0.2537,Fri,142,69
10465,4,0,11,5,0,1,3,0.34,0.71,0.3284,Thr,315,22
10466,3,0,8,10,0,1,1,0.86,0.36,0.1642,Mon,208,97
10467,4,0,11,6,0,1,1,0.3,0.87,0,Wed,307,98
10468,3,0,9,7,0,1,1,0.4,0.71,0.2836,Fri,253,299
10469,2,1,5,2,0,1,1,0.68,0.83,0.1343,Tue,508,8
10470,4,1,9,3,0,0,1,0.48,0.55,0.2985,Sun,625,54
10471,3,0,7,2,0,0,1,0.68,0.69,0.0896,Sun,186,96
10472,1,1,1,10,0,0,1,0.16,0.47,0,Sat,373,149
10473,2,1,5,6,0,1,1,0.54,0.94,0.1045,Fri,484,135
10474,2,0,6,14,0,1,1,0.66,0.61,0.1045,Mon,166,175
10475,1,0,1,4,0,0,1,0.26,0.56,0.1642,Sun,14,1
10476,4,0,12,17,0,1,1,0.38,0.46,0.194,Mon,348,378
10477,3,0,7,13,0,0,1,0.8,0.59,0.2239,Sun,179,421
10478,2,1,5,7,0,0,2,0.62,0.88,0.1642,Sat,506,54
10479,2,0,5,4,0,0,1,0.4,0.82,0.1045,Sat,122,5
10480,2,1,5,6,0,1,3,0.56,0.88,0.1045,Tue,502,137
10481,2,0,6,0,0,0,1,0.56,0.52,0,Sat,150,93
10482,3,0,7,9,0,1,1,0.82,0.41,0.194,Wed,189,186
10483,2,0,5,15,0,0,1,0.66,0.69,0.2537,Sun,130,459
10484,3,1,7,3,0,0,1,0.72,0.7,0,Sat,568,43
10485,4,0,10,11,0,0,2,0.38,0.66,0.2537,Sun,269,292
10486,1,0,1,1,0,1,1,0.12,0.5,0.2836,Mon,8,1
10487,3,0,8,10,0,1,1,0.7,0.39,0.2239,Tue,236,137
10488,1,1,1,11,0,0,1,0.3,0.56,0.1343,Sat,387,296
10489,2,0,5,6,0,1,1,0.46,0.82,0.1343,Wed,126,99
10490,1,1,3,9,0,1,1,0.38,0.54,0.1642,Mon,431,281
10491,3,0,6,11,0,1,1,0.74,0.37,0.1343,Thr,176,169
10492,3,1,7,18,1,0,1,0.9,0.42,0.194,Wed,545,430
10493,4,0,11,11,0,1,1,0.3,0.36,0.1343,Fri,316,140
10494,2,0,5,23,0,1,3,0.5,0.88,0.1642,Fri,129,119
10495,3,1,8,2,0,0,2,0.62,0.69,0.0896,Sun,590,119
10496,4,1,9,10,0,1,2,0.64,0.78,0.1343,Fri,631,245
10497,1,0,3,19,0,1,1,0.34,0.31,0.1045,Tue,63,150
10498,4,0,10,4,0,1,3,0.5,0.94,0.194,Wed,286,3
10499,3,1,9,0,0,1,1,0.56,0.52,0.2836,Mon,612,41
10500,1,0,2,22,0,0,1,0.3,0.28,0.4925,Sat,47,44
10501,2,1,4,4,0,0,1,0.34,0.49,0.1642,Sat,477,2
10502,4,0,12,3,0,1,1,0.16,0.86,0.0896,Mon,347,3
10503,4,1,11,5,0,1,1,0.3,0.56,0.194,Fri,671,27
10504,4,1,11,0,0,1,1,0.34,0.57,0.1642,Fri,664,50
10505,2,1,5,17,0,0,1,0.72,0.45,0.3284,Sun,500,549
10506,2,1,3,9,0,0,2,0.4,0.94,0.2537,Sun,444,118
